pokemonNumber,pokemonName,imageUrl,classification,alternateFormName,originalPokemonId,legendaryType,pokemonHeight,pokemonWeight,primaryType,secondaryType,primaryAbility,primaryAbilityDescription,secondaryAbility,secondaryAbilityDescription,hiddenAbility,hiddenAbilityDescription,specialEventAbility,specialEventAbilityDescription,maleRatio,femaleRatio,baseHappiness,gameOfOrigin,regionOfOrigin,healthStat,attackStat,defenseStat,specialAttackStat,specialDefenseStat,speedStat,baseStatTotal,healthEV,attackEV,defenseEV,specialAttackEV,specialDefenseEV,speedEV,evYieldTotal,catchRate,experienceGrowth,experienceGrowthTotal,experienceYield,primaryEggGroup,secondaryEggGroup,eggCycleCount,preEvolutionPokemonId,evolutionDetails
719,Diancie,https://assets.pokemon.com/assets/cms2/img/pokedex/full/719_f2.png,Jewel Pokemon,Mega,1149,,1.1,27.8,Rock,Fairy,Magic Bounce,Reflects status moves instead of getting hit by them.,,,,,,,0,0,70,Omega Ruby / Alpha Sapphire,Kalos,50,160,110,160,110,110,700,0,0,1,0,2,0,3,3,Slow,1250000,315,Undiscovered,,25,,
720,Hoopa,https://assets.pokemon.com/assets/cms2/img/pokedex/full/720.png,Mischief Pokemon,,,Mythical,0.5,9,Psychic,Ghost,Magician,The Pokémon steals the held item of a Pokémon it hits with a move.,,,,,,,0,0,100,X / Y,Kalos,80,110,60,150,130,70,600,0,0,0,3,0,0,3,3,Slow,1250000,270,Undiscovered,,120,,
720,Hoopa,https://assets.pokemon.com/assets/cms2/img/pokedex/full/720_f2.png,Djinn Pokemon,Unbound,1151,,6.5,490,Psychic,Dark,Magician,The Pokémon steals the held item of a Pokémon it hits with a move.,,,,,,,0,0,100,Omega Ruby / Alpha Sapphire,Kalos,80,160,60,170,130,80,680,0,0,0,3,0,0,3,3,Slow,1250000,306,Undiscovered,,120,,
721,Volcanion,https://assets.pokemon.com/assets/cms2/img/pokedex/full/721.png,Steam Pokemon,,,Mythical,1.7,195,Fire,Water,Water Absorb,Restores HP if hit by a Water-type move instead of taking damage.,,,,,,,0,0,100,X / Y,Kalos,80,110,120,130,90,70,600,0,0,0,3,0,0,3,3,Slow,1250000,270,Undiscovered,,120,,
722,Rowlet,https://assets.pokemon.com/assets/cms2/img/pokedex/full/722.png,Grass Quill Pokemon,,,,0.3,1.5,Grass,Flying,Overgrow,Powers up Grass-type moves when the Pokémon's HP is low.,,,Long Reach,The Pokémon uses its moves without making contact with the target.,,,87.5,12.5,70,Sun / Moon,Alola,68,55,55,50,50,40,318,1,0,0,0,0,0,1,45,Medium Slow,1059860,64,Flying,,15,,
723,Dartrix,https://assets.pokemon.com/assets/cms2/img/pokedex/full/723.png,Blade Quill Pokemon,,,,0.7,16,Grass,Flying,Overgrow,Powers up Grass-type moves when the Pokémon's HP is low.,,,Long Reach,The Pokémon uses its moves without making contact with the target.,,,87.5,12.5,70,Sun / Moon,Alola,78,75,75,70,70,52,420,2,0,0,0,0,0,2,45,Medium Slow,1059860,147,Flying,,15,1246,Level 17
724,Decidueye,https://assets.pokemon.com/assets/cms2/img/pokedex/full/724.png,Arrow Quill Pokemon,,,,1.6,36.6,Grass,Ghost,Overgrow,Powers up Grass-type moves when the Pokémon's HP is low.,,,Long Reach,The Pokémon uses its moves without making contact with the target.,,,87.5,12.5,70,Sun / Moon,Alola,78,107,75,100,100,70,530,0,3,0,0,0,0,3,45,Medium Slow,1059860,239,Flying,,15,1247,Level 34
725,Litten,https://assets.pokemon.com/assets/cms2/img/pokedex/full/725.png,Fire Cat Pokemon,,,,0.4,4.3,Fire,,Blaze,Powers up Fire-type moves when the Pokémon's HP is low. ,,,Intimidate,"The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.",,,87.5,12.5,70,Sun / Moon,Alola,45,65,40,60,40,70,320,0,0,0,0,0,1,1,45,Medium Slow,1059860,64,Field,,15,,
726,Torracat,https://assets.pokemon.com/assets/cms2/img/pokedex/full/726.png,Fire Cat Pokemon,,,,0.7,25,Fire,,Blaze,Powers up Fire-type moves when the Pokémon's HP is low. ,,,Intimidate,"The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.",,,87.5,12.5,70,Sun / Moon,Alola,65,85,50,80,50,90,420,0,0,0,0,0,2,2,45,Medium Slow,1059860,147,Field,,15,1249,Level 17
727,Incineroar,https://assets.pokemon.com/assets/cms2/img/pokedex/full/727.png,Heel Pokemon,,,,1.8,83,Fire,Dark,Blaze,Powers up Fire-type moves when the Pokémon's HP is low. ,,,Intimidate,"The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.",,,87.5,12.5,70,Sun / Moon,Alola,95,115,90,80,90,60,530,0,3,0,0,0,0,3,45,Medium Slow,1059860,239,Field,,15,1250,Level 34
728,Popplio,https://assets.pokemon.com/assets/cms2/img/pokedex/full/728.png,Sea Lion Pokemon,,,,0.4,7.5,Water,,Torrent,Powers up Water-type moves when the Pokémon's HP is low. ,,,Liquid Voice,All sound-based moves become Water-type moves.,,,87.5,12.5,70,Sun / Moon,Alola,50,54,54,66,56,40,320,0,0,0,1,0,0,1,45,Medium Slow,1059860,64,Water 1,Field,15,,
729,Brionne,https://assets.pokemon.com/assets/cms2/img/pokedex/full/729.png,Pop Star Pokemon,,,,0.6,17.5,Water,,Torrent,Powers up Water-type moves when the Pokémon's HP is low. ,,,Liquid Voice,All sound-based moves become Water-type moves.,,,87.5,12.5,70,Sun / Moon,Alola,60,69,69,91,81,50,420,0,0,0,2,0,0,2,45,Medium Slow,1059860,147,Water 1,Field,15,1252,Level 17
730,Primarina,https://assets.pokemon.com/assets/cms2/img/pokedex/full/730.png,Soloist Pokemon,,,,1.8,44,Water,Fairy,Torrent,Powers up Water-type moves when the Pokémon's HP is low. ,,,Liquid Voice,All sound-based moves become Water-type moves.,,,87.5,12.5,70,Sun / Moon,Alola,80,74,74,126,116,60,530,0,0,0,3,0,0,3,45,Medium Slow,1059860,239,Water 1,Field,15,1253,Level 34
731,Pikipek,https://assets.pokemon.com/assets/cms2/img/pokedex/full/731.png,Woodpecker Pokemon,,,,0.3,1.2,Normal,Flying,Keen Eye,Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.,Skill Link,Maximizes the number of times multistrike moves hit.,Pickup,"The Pokémon may pick up the item an opposing Pokémon used during a battle. It may pick up items outside of battle, too.",,,50,50,70,Sun / Moon,Alola,35,75,30,30,30,65,265,0,1,0,0,0,0,1,255,Medium Fast,1000000,53,Flying,,15,,
732,Trumbeak,https://assets.pokemon.com/assets/cms2/img/pokedex/full/732.png,Bugle Beak Pokemon,,,,0.6,14.8,Normal,Flying,Keen Eye,Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.,Skill Link,Maximizes the number of times multistrike moves hit.,Pickup,"The Pokémon may pick up the item an opposing Pokémon used during a battle. It may pick up items outside of battle, too.",,,50,50,70,Sun / Moon,Alola,55,85,50,40,50,75,355,0,2,0,0,0,0,2,120,Medium Fast,1000000,124,Flying,,15,1256,Level 14
733,Toucannon,https://assets.pokemon.com/assets/cms2/img/pokedex/full/733.png,Cannon Pokemon,,,,1.1,26,Normal,Flying,Keen Eye,Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.,Skill Link,Maximizes the number of times multistrike moves hit.,Sheer Force,Removes additional effects to increase the power of moves when attacking.,,,50,50,70,Sun / Moon,Alola,80,120,75,75,75,60,485,0,3,0,0,0,0,3,45,Medium Fast,1000000,218,Flying,,15,1257,Level 28
734,Yungoos,https://assets.pokemon.com/assets/cms2/img/pokedex/full/734.png,Loitering Pokemon,,,,0.4,6,Normal,,Stakeout,Doubles the damage dealt to the target's replacement if the target switches out.,Strong Jaw,The Pokémon's strong jaw boosts the power of its biting moves.,Adaptability,Powers up moves of the same type as the Pokémon.,,,50,50,70,Sun / Moon,Alola,48,70,30,30,30,45,253,0,1,0,0,0,0,1,255,Medium Fast,1000000,51,Field,,15,,
735,Gumshoos,https://assets.pokemon.com/assets/cms2/img/pokedex/full/735.png,Stakeout Pokemon,,,,0.7,14.2,Normal,,Stakeout,Doubles the damage dealt to the target's replacement if the target switches out.,Strong Jaw,The Pokémon's strong jaw boosts the power of its biting moves.,Adaptability,Powers up moves of the same type as the Pokémon.,,,50,50,70,Sun / Moon,Alola,88,110,60,55,60,45,418,0,2,0,0,0,0,2,127,Medium Fast,1000000,146,Field,,15,1259,Level 20 During The Day
736,Grubbin,https://assets.pokemon.com/assets/cms2/img/pokedex/full/736.png,Larva Pokemon,,,,0.4,4.4,Bug,,Swarm,Powers up Bug-type moves when the Pokémon's HP is low.,,,,,,,50,50,70,Sun / Moon,Alola,47,62,45,55,45,46,300,0,1,0,0,0,0,1,255,Medium Fast,1000000,60,Bug,,15,,
737,Charjabug,https://assets.pokemon.com/assets/cms2/img/pokedex/full/737.png,Battery Pokemon,,,,0.5,10.5,Bug,Electric,Battery,Powers up ally Pokémon's special moves.,,,,,,,50,50,70,Sun / Moon,Alola,57,82,95,55,75,36,400,0,0,2,0,0,0,2,120,Medium Fast,1000000,140,Bug,,15,1261,Level 20
738,Vikavolt,https://assets.pokemon.com/assets/cms2/img/pokedex/full/738.png,Stag Beetle Pokemon,,,,1.5,45,Bug,Electric,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",,,,,,,50,50,70,Sun / Moon,Alola,77,70,90,145,75,43,500,0,0,0,3,0,0,3,45,Medium Fast,1000000,225,Bug,,15,1262,Thunder Stone
739,Crabrawler,https://assets.pokemon.com/assets/cms2/img/pokedex/full/739.png,Boxing Pokemon,,,,0.6,7,Fighting,,Hyper Cutter,The Pokémon's proud of its powerful pincers. They prevent other Pokémon from lowering its Attack stat.,Iron Fist,Powers up punching moves.,Anger Point,"The Pokémon is angered when it takes a critical hit, and that maxes its Attack stat.",,,50,50,70,Sun / Moon,Alola,47,82,57,42,47,63,338,0,1,0,0,0,0,1,225,Medium Fast,1000000,68,Water 3,,20,,
740,Crabominable,https://assets.pokemon.com/assets/cms2/img/pokedex/full/740.png,Woolly Crab Pokemon,,,,1.7,180,Fighting,Ice,Hyper Cutter,The Pokémon's proud of its powerful pincers. They prevent other Pokémon from lowering its Attack stat.,Iron Fist,Powers up punching moves.,Anger Point,"The Pokémon is angered when it takes a critical hit, and that maxes its Attack stat.",,,50,50,70,Sun / Moon,Alola,97,132,77,62,67,43,478,0,2,0,0,0,0,2,60,Medium Fast,1000000,167,Water 3,,20,1264,At Mount Lanakila In Alola
741,Oricorio,https://assets.pokemon.com/assets/cms2/img/pokedex/full/741.png,Dancing Pokemon,,,,0.6,3.4,Fire,Flying,Dancer,"When another Pokémon uses a dance move, it can use a dance move following it regardless of its Speed.",,,,,,,25,75,70,Sun / Moon,Alola,75,70,70,98,70,93,476,0,0,0,2,0,0,2,45,Medium Fast,1000000,167,Flying,,20,,
741,Oricorio,https://assets.pokemon.com/assets/cms2/img/pokedex/full/741.png,Dancing Pokemon,Pom-Pom,1267,,0.6,3.4,Electric,Flying,Dancer,"When another Pokémon uses a dance move, it can use a dance move following it regardless of its Speed.",,,,,,,25,75,70,Sun / Moon,Alola,75,70,70,98,70,93,476,0,0,0,2,0,0,2,45,Medium Fast,1000000,167,Flying,,20,,
741,Oricorio,https://assets.pokemon.com/assets/cms2/img/pokedex/full/741_f3.png,Dancing Pokemon,Pa'u,1267,,0.6,3.4,Psychic,Flying,Dancer,"When another Pokémon uses a dance move, it can use a dance move following it regardless of its Speed.",,,,,,,25,75,70,Sun / Moon,Alola,75,70,70,98,70,93,476,0,0,0,2,0,0,2,45,Medium Fast,1000000,167,Flying,,20,,
741,Oricorio,https://assets.pokemon.com/assets/cms2/img/pokedex/full/741_f4.png,Dancing Pokemon,Sensu,1267,,0.6,3.4,Ghost,Flying,Dancer,"When another Pokémon uses a dance move, it can use a dance move following it regardless of its Speed.",,,,,,,25,75,70,Sun / Moon,Alola,75,70,70,98,70,93,476,0,0,0,2,0,0,2,45,Medium Fast,1000000,167,Flying,,20,,
742,Cutiefly,https://assets.pokemon.com/assets/cms2/img/pokedex/full/742.png,Bee Fly Pokemon,,,,0.1,0.2,Bug,Fairy,Honey Gather,The Pokémon may gather Honey after a battle.,Shield Dust,This Pokémon's dust blocks the additional effects of attacks taken.,Sweet Veil,Prevents itself and ally Pokémon from falling asleep.,,,50,50,70,Sun / Moon,Alola,40,45,40,55,40,84,304,0,0,0,0,0,1,1,190,Medium Fast,1000000,61,Bug,Fairy,20,,
743,Ribombee,https://assets.pokemon.com/assets/cms2/img/pokedex/full/743.png,Bee Fly Pokemon,,,,0.2,0.5,Bug,Fairy,Honey Gather,The Pokémon may gather Honey after a battle.,Shield Dust,This Pokémon's dust blocks the additional effects of attacks taken.,Sweet Veil,Prevents itself and ally Pokémon from falling asleep.,,,50,50,70,Sun / Moon,Alola,60,55,60,96,70,124,465,0,0,0,0,0,2,2,75,Medium Fast,1000000,162,Bug,Fairy,20,1268,Level 25
744,Rockruff,https://assets.pokemon.com/assets/cms2/img/pokedex/full/744.png,Puppy Pokemon,,,,0.5,9.2,Rock,,Keen Eye,Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.,Vital Spirit,"The Pokémon is full of vitality, and that prevents it from falling asleep.",Steadfast,The Pokémon's determination boosts the Speed stat each time the Pokémon flinches.,Own Tempo,"This Pokémon has its own tempo, and that prevents it from becoming confused.",50,50,70,Sun / Moon,Alola,45,65,40,30,40,60,280,0,1,0,0,0,0,1,190,Medium Fast,1000000,56,Field,,15,,
745,Lycanroc,https://assets.pokemon.com/assets/cms2/img/pokedex/full/745.png,Wolf Pokemon,,,,0.8,25,Rock,,Keen Eye,Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.,Sand Rush,Boosts the Pokémon's Speed stat in a sandstorm.,Steadfast,The Pokémon's determination boosts the Speed stat each time the Pokémon flinches.,,,50,50,70,Sun / Moon,Alola,75,115,65,55,65,112,487,0,2,0,0,0,0,2,90,Medium Fast,1000000,170,Field,,15,1270,Level 25 During The Day
745,Lycanroc,https://assets.pokemon.com/assets/cms2/img/pokedex/full/745_f2.png,Wolf Pokemon,Midnight,1271,,1.1,25,Rock,,Keen Eye,Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.,Vital Spirit,"The Pokémon is full of vitality, and that prevents it from falling asleep.",No Guard,The Pokémon employs no-guard tactics to ensure incoming and outgoing attacks always land.,,,50,50,70,Sun / Moon,Alola,85,115,75,55,75,82,487,0,2,0,0,0,0,2,90,Medium Fast,1000000,170,Field,,15,1270,Level 25 During The Night
745,Lycanroc,https://assets.pokemon.com/assets/cms2/img/pokedex/full/745_f3.png,Wolf Pokemon,Dusk,1271,,0.8,25,Rock,,Tough Claws,Powers up moves that make direct contact. ,,,,,,,50,50,70,Ultra Sun / Ultra Moon,Alola,75,117,65,55,65,110,487,0,2,0,0,0,0,2,90,Medium Fast,1000000,170,Field,,15,1270,Level 25 With Own Tempo Between 5-6pm
746,Wishiwashi,https://assets.pokemon.com/assets/cms2/img/pokedex/full/746.png,Small Fry Pokemon,,,,0.2,0.3,Water,,Schooling,"When it has a lot of HP, the Pokémon forms a powerful school. It stops schooling when its HP is low.  Doesn't work until Level 20.",,,,,,,50,50,70,Sun / Moon,Alola,45,20,20,25,25,40,175,1,0,0,0,0,0,1,60,Fast,800000,61,Water 2,,15,,
746,Wishiwashi,https://assets.pokemon.com/assets/cms2/img/pokedex/full/746_f2.png,Small Fry Pokemon,School,1272,,8.2,78.6,Water,,Schooling,"When it has a lot of HP, the Pokémon forms a powerful school. It stops schooling when its HP is low.  Doesn't work until Level 20.",,,,,,,50,50,70,Sun / Moon,Alola,45,140,130,140,135,30,620,1,0,0,0,0,0,1,60,Fast,800000,217,Water 2,,15,,
747,Mareanie,https://assets.pokemon.com/assets/cms2/img/pokedex/full/747.png,Brutal Pokemon,,,,0.4,8,Poison,Water,Merciless,The Pokémon's attacks become critical hits if the target is poisoned.,Limber,Its limber body protects the Pokémon from paralysis.,Regenerator,Restores a little HP when withdrawn from battle.,,,50,50,70,Sun / Moon,Alola,50,53,62,43,52,45,305,0,0,1,0,0,0,1,190,Medium Fast,1000000,61,Water 1,,20,,
748,Toxapex,https://assets.pokemon.com/assets/cms2/img/pokedex/full/748.png,Brutal Pokemon,,,,0.7,14.5,Poison,Water,Merciless,The Pokémon's attacks become critical hits if the target is poisoned.,Limber,Its limber body protects the Pokémon from paralysis.,Regenerator,Restores a little HP when withdrawn from battle.,,,50,50,70,Sun / Moon,Alola,50,63,152,53,142,35,495,0,0,2,0,0,0,2,75,Medium Fast,1000000,173,Water 1,,20,1273,Level 38
749,Mudbray,https://assets.pokemon.com/assets/cms2/img/pokedex/full/749.png,Donkey Pokemon,,,,1,110,Ground,,Own Tempo,"This Pokémon has its own tempo, and that prevents it from becoming confused.",Stamina,Boosts the Defense stat when hit by an attack.,Inner Focus,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",,,50,50,70,Sun / Moon,Alola,70,100,70,45,55,45,385,0,1,0,0,0,0,1,190,Medium Fast,1000000,77,Field,,20,,
750,Mudsdale,https://assets.pokemon.com/assets/cms2/img/pokedex/full/750.png,Draft Horse Pokemon,,,,2.5,920,Ground,,Own Tempo,"This Pokémon has its own tempo, and that prevents it from becoming confused.",Stamina,Boosts the Defense stat when hit by an attack.,Inner Focus,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",,,50,50,70,Sun / Moon,Alola,100,125,100,55,85,35,500,0,2,0,0,0,0,2,60,Medium Fast,1000000,175,Field,,20,1275,Level 30
751,Dewpider,https://assets.pokemon.com/assets/cms2/img/pokedex/full/751.png,Water Bubble Pokemon,,,,0.3,4,Water,Bug,Water Bubble,Lowers the power of Fire-type moves done to the Pokémon and prevents the Pokémon from getting a burn.,,,Water Absorb,Restores HP if hit by a Water-type move instead of taking damage.,,,50,50,70,Sun / Moon,Alola,38,40,52,40,72,27,269,0,0,0,0,1,0,1,200,Medium Fast,1000000,54,Water 1,Bug,15,,
752,Araquanid,https://assets.pokemon.com/assets/cms2/img/pokedex/full/752.png,Water Bubble Pokemon,,,,1.8,82,Water,Bug,Water Bubble,Lowers the power of Fire-type moves done to the Pokémon and prevents the Pokémon from getting a burn.,,,Water Absorb,Restores HP if hit by a Water-type move instead of taking damage.,,,50,50,70,Sun / Moon,Alola,68,70,92,50,132,42,454,0,0,0,0,2,0,2,100,Medium Fast,1000000,159,Water 1,Bug,15,1278,Level 22
753,Fomantis,https://assets.pokemon.com/assets/cms2/img/pokedex/full/753.png,Sickle Grass Pokemon,,,,0.3,1.5,Grass,,Leaf Guard,Prevents status conditions in harsh sunlight.,,,Contrary,Makes stat changes have an opposite effect.,,,50,50,70,Sun / Moon,Alola,40,55,35,50,35,35,250,0,1,0,0,0,0,1,190,Medium Fast,1000000,50,Grass,,20,,
754,Lurantis,https://assets.pokemon.com/assets/cms2/img/pokedex/full/754.png,Bloom Sickle Pokemon,,,,0.9,18.5,Grass,,Leaf Guard,Prevents status conditions in harsh sunlight.,,,Contrary,Makes stat changes have an opposite effect.,,,50,50,70,Sun / Moon,Alola,70,105,90,80,90,45,480,0,2,0,0,0,0,2,75,Medium Fast,1000000,168,Grass,,20,1280,Level 34 During The Day
755,Morelull,https://assets.pokemon.com/assets/cms2/img/pokedex/full/755.png,Illuminating Pokemon,,,,0.2,1.5,Grass,Fairy,Illuminate,Raises the likelihood of meeting wild Pokémon by illuminating the surroundings.,Effect Spore,"Contact with the Pokémon may inflict poison, sleep, or paralysis on its attacker.",Rain Dish,The Pokémon gradually regains HP in rain. ,,,50,50,70,Sun / Moon,Alola,40,35,55,65,75,15,285,0,0,0,0,1,0,1,190,Medium Fast,1000000,57,Grass,,20,,
756,Shiinotic,https://assets.pokemon.com/assets/cms2/img/pokedex/full/756.png,Illuminating Pokemon,,,,1,11.5,Grass,Fairy,Illuminate,Raises the likelihood of meeting wild Pokémon by illuminating the surroundings.,Effect Spore,"Contact with the Pokémon may inflict poison, sleep, or paralysis on its attacker.",Rain Dish,The Pokémon gradually regains HP in rain. ,,,50,50,70,Sun / Moon,Alola,60,45,80,90,100,30,405,0,0,0,0,2,0,2,75,Medium Fast,1000000,142,Grass,,20,1282,Level 24
757,Salandit,https://assets.pokemon.com/assets/cms2/img/pokedex/full/757.png,Toxic Lizard Pokemon,,,,0.6,4.8,Poison,Fire,Corrosion,The Pokémon can poison the target even if it's a Steel or Poison type.,,,Oblivious,"The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.",,,87.5,12.5,70,Sun / Moon,Alola,48,44,40,71,40,77,320,0,0,0,0,0,1,1,120,Medium Fast,1000000,64,Monster,Dragon,20,,
758,Salazzle,https://assets.pokemon.com/assets/cms2/img/pokedex/full/758.png,Toxic Lizard Pokemon,,,,1.2,22.2,Poison,Fire,Corrosion,The Pokémon can poison the target even if it's a Steel or Poison type.,,,Oblivious,"The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.",,,0,100,70,Sun / Moon,Alola,68,64,60,111,60,117,480,0,0,0,0,0,2,2,45,Medium Fast,1000000,168,Monster,Dragon,20,1284,Level 33 When Female
759,Stufful,https://assets.pokemon.com/assets/cms2/img/pokedex/full/759.png,Flailing Pokemon,,,,0.5,6.8,Normal,Fighting,Fluffy,"Halves the damage taken from moves that make direct contact, but doubles that of Fire-type moves.",Klutz,The Pokémon can't use any held items.,Cute Charm,Contact with the Pokémon may cause infatuation.,,,50,50,70,Sun / Moon,Alola,70,75,50,45,50,50,340,0,1,0,0,0,0,1,140,Medium Fast,1000000,68,Field,,15,,
760,Bewear,https://assets.pokemon.com/assets/cms2/img/pokedex/full/760.png,Strong Arm Pokemon,,,,2.1,135,Normal,Fighting,Fluffy,"Halves the damage taken from moves that make direct contact, but doubles that of Fire-type moves.",Klutz,The Pokémon can't use any held items.,Unnerve,Unnerves opposing Pokémon and makes them unable to eat Berries.,,,50,50,70,Sun / Moon,Alola,120,125,80,55,60,60,500,0,2,0,0,0,0,2,70,Medium Fast,1000000,175,Field,,15,1286,Level 27
